,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.99977714,0.9992613,0.99907225,0.99851745,0.9984956,0.9971423,0.99751335,0.9972969,0.99455684,0.9967747,0.9957585,0.9916021,0.98870045,0.9881175,0.9827922,0.98088706,0.98196846,0.9840051,0.9791358,0.9588734
1,0.9996543,0.99936444,0.9991525,0.9982884,0.99869335,0.99380565,0.99722356,0.99668854,0.9937827,0.990819,0.9905497,0.9916904,0.9886201,0.9904157,0.97851574,0.9858738,0.9841044,0.9804448,0.97927016,0.9816102
2,0.999712,0.99922526,0.9987801,0.998798,0.9975613,0.9977197,0.9968541,0.9924094,0.99347645,0.99596834,0.9945516,0.9933689,0.9829699,0.99142236,0.9861217,0.9798039,0.98451805,0.97866184,0.9765378,0.9813217
3,0.99972576,0.99905264,0.99892443,0.9989224,0.9982834,0.9977546,0.998181,0.99644345,0.9945807,0.99351627,0.9900561,0.99229103,0.9927865,0.98508835,0.9876104,0.9835585,0.98183393,0.97870225,0.98544633,0.9792365
4,0.99975574,0.99902856,0.99923915,0.9988259,0.99722874,0.9980493,0.9971727,0.9957029,0.99552834,0.99296933,0.99282855,0.99308413,0.9877042,0.9832029,0.9886386,0.9831803,0.9821229,0.9834366,0.96614003,0.9785061
5,0.99970347,0.99873936,0.9991285,0.99824095,0.99853307,0.9977672,0.9982873,0.99675477,0.99228454,0.9942867,0.9944836,0.9935861,0.98554635,0.9881293,0.98427755,0.981943,0.9759688,0.9851728,0.9754772,0.98000735
6,0.9996037,0.998921,0.99902797,0.9990758,0.99801147,0.9978996,0.9973188,0.9963746,0.9941966,0.9943943,0.99228495,0.9877197,0.9886631,0.9858142,0.9865402,0.97868586,0.9820651,0.9812581,0.9581647,0.977726
7,0.99963933,0.9991843,0.9987145,0.9989023,0.99879205,0.9979913,0.99714893,0.99625474,0.9961746,0.99164665,0.99226743,0.98955536,0.99049294,0.98715746,0.9833484,0.9712755,0.9807682,0.98150516,0.9699578,0.97078836
8,0.99964815,0.9990721,0.9985662,0.9987297,0.9986622,0.99776953,0.9952455,0.9952204,0.99602103,0.9938952,0.99181503,0.98964906,0.98937124,0.98801655,0.9854168,0.98760855,0.9796397,0.97387916,0.9826576,0.97618514
9,0.9996476,0.9991971,0.9992156,0.9985763,0.99777544,0.99712276,0.99688774,0.9972729,0.99549836,0.99261475,0.9950974,0.9885202,0.9926881,0.9878457,0.98583287,0.98743945,0.9798415,0.98143506,0.9829847,0.9802561
10,0.99967235,0.9989687,0.998972,0.99830174,0.9987856,0.9975421,0.9971423,0.9958106,0.99510926,0.9942366,0.9943418,0.989037,0.98975015,0.98657453,0.98272693,0.9770872,0.9856894,0.98075646,0.97285825,0.97942734
11,0.99962723,0.99936354,0.9992934,0.99860245,0.9985488,0.9979287,0.996788,0.9965663,0.9941776,0.9922773,0.9912039,0.99287695,0.99034286,0.99217194,0.9843342,0.9825949,0.9788376,0.980684,0.97359645,0.9772514
12,0.999693,0.99941134,0.9989106,0.99790096,0.9981637,0.99799186,0.9976076,0.9972557,0.9958969,0.9946334,0.9940708,0.9906419,0.99219835,0.98968977,0.98546445,0.98243976,0.9815933,0.97663265,0.9791398,0.98392504
13,0.9996316,0.9988039,0.9991288,0.99892974,0.9984373,0.9982138,0.9973397,0.9962398,0.99464905,0.9957905,0.99083084,0.99307394,0.98970723,0.9911233,0.98899704,0.98205006,0.98338765,0.9801143,0.97542965,0.97973174
14,0.9996855,0.99912435,0.9992635,0.9985532,0.99904215,0.9986305,0.9975401,0.9971068,0.99621606,0.99215114,0.9944826,0.99110764,0.9867693,0.9860848,0.97819126,0.9872549,0.9810281,0.9779753,0.97789705,0.97432566
15,0.9995448,0.9993915,0.9987313,0.9990435,0.9985361,0.9985152,0.9972366,0.9962951,0.9973624,0.9945114,0.9938651,0.99132246,0.98496664,0.9858853,0.98609316,0.9859017,0.9856266,0.98120224,0.97331065,0.96569425
16,0.99968183,0.99932516,0.9986624,0.9989476,0.9983181,0.9978269,0.99790365,0.9958651,0.99328613,0.9921563,0.99354196,0.993345,0.9887476,0.9910793,0.9874548,0.9830684,0.9857825,0.97533226,0.98181313,0.9782516
17,0.99970835,0.99922836,0.9988365,0.9991827,0.99732673,0.9986989,0.9972229,0.99644154,0.99589604,0.9958478,0.99364656,0.9914786,0.9887861,0.99212265,0.9856617,0.98161006,0.98248965,0.98372597,0.9615123,0.9790279
18,0.99964994,0.9991097,0.99903226,0.99867004,0.9968772,0.9967279,0.9956484,0.99366903,0.99249226,0.9938693,0.9953565,0.9862055,0.98916346,0.99157095,0.9840739,0.9846661,0.9818971,0.97915184,0.9780548,0.9734216
19,0.99964684,0.99910337,0.99849796,0.99890494,0.9987682,0.9958343,0.99626416,0.9955425,0.995053,0.9932011,0.9906414,0.9937634,0.99268186,0.98655045,0.98430324,0.97919935,0.9813817,0.9833788,0.972256,0.9644642
20,0.9997064,0.99917436,0.9991152,0.9988687,0.99822396,0.9976072,0.99734116,0.9935737,0.99457866,0.9956833,0.99122524,0.99180293,0.988625,0.989055,0.98793477,0.9826699,0.9825751,0.9780753,0.98272395,0.9769737
21,0.9996515,0.99951875,0.99897546,0.9988577,0.99853534,0.9980417,0.9933273,0.99313635,0.9949984,0.9953151,0.99523443,0.9882049,0.98563766,0.98529404,0.98237973,0.9828965,0.98513556,0.96962994,0.9801165,0.9717544
22,0.99960464,0.9992002,0.9992586,0.99859667,0.9974965,0.99808985,0.9978772,0.9964238,0.9942504,0.9881085,0.9900264,0.9864047,0.9873361,0.9870499,0.9866363,0.9843274,0.9829658,0.9804713,0.9750224,0.9642824
23,0.9997405,0.9993427,0.9989755,0.9985144,0.9982317,0.99808604,0.99684995,0.9947474,0.99434406,0.99465454,0.99372286,0.994392,0.98776424,0.97936666,0.98565066,0.98321474,0.96173364,0.98480535,0.9804068,0.9756567
24,0.999647,0.99937534,0.99890727,0.99872607,0.9982669,0.998391,0.99754775,0.9949673,0.9959759,0.9890299,0.99088955,0.9894144,0.9901154,0.985613,0.9869045,0.9859833,0.9880388,0.97664917,0.9777511,0.97568065
25,0.9996239,0.99920315,0.99892277,0.99827385,0.9985444,0.9979842,0.9977277,0.99603456,0.9966041,0.99429685,0.9910974,0.9890043,0.9888062,0.9912437,0.98339444,0.98252267,0.98062617,0.97340417,0.9703526,0.97492313
26,0.9997104,0.9991946,0.99905163,0.998665,0.9989611,0.9976283,0.99730885,0.99427783,0.99573624,0.99476874,0.9935391,0.9884274,0.99108547,0.9884499,0.98511624,0.98549885,0.9875009,0.9784545,0.9657873,0.97456855
27,0.9996479,0.99871105,0.9991791,0.99878234,0.9982914,0.99740595,0.9977159,0.9961287,0.99670833,0.9945017,0.9940191,0.9881167,0.989509,0.98916054,0.9856322,0.98440963,0.98107314,0.9809866,0.9853177,0.97532
28,0.99973845,0.99914384,0.99843043,0.99880666,0.99841976,0.9984517,0.9970667,0.9975195,0.9932692,0.9950696,0.99357027,0.9912849,0.9912692,0.9883791,0.98739225,0.9850174,0.9774291,0.9806739,0.9783243,0.98368037
29,0.9995915,0.9990938,0.9991789,0.9988451,0.9973386,0.996111,0.9968079,0.9957265,0.99340206,0.9942573,0.99365485,0.99074745,0.98949456,0.9842939,0.98562807,0.9829223,0.9818389,0.9824703,0.98070997,0.97713757
