,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,1.0,0.99989897,0.9999282,1.0,0.9999947,1.0,0.99810684,0.99861413,0.9971539,0.9995864,0.99868554,0.99910134,0.9999338,0.99988675,0.9958782,0.99136925,0.99906045,0.9998458
1,0.99999994,1.0,1.0,1.0,1.0000001,0.99997824,0.99999225,0.9981663,0.99999493,0.99964964,0.9997628,0.9993477,0.9997335,0.9996102,0.9998493,0.99970156,0.9993349,0.9987522,0.9945467
2,1.0,1.0,1.0,1.0,0.9999998,0.999998,0.9999848,0.9988916,0.99979275,0.99800074,0.99745125,0.99872494,0.9996353,0.9976963,0.93361044,0.9978789,0.998077,0.99884814,0.9997147
3,1.0,1.0,1.0,1.0,1.0,1.0,0.9999991,0.9997108,0.99807674,0.9999837,0.99581534,0.9984357,0.999721,0.99707794,0.99861646,0.99981195,0.9943883,0.99744314,0.9931315
4,1.0,0.99999994,0.99999994,1.0,0.9999523,0.99999255,0.99999213,0.999737,0.9978086,0.99997294,0.9999888,0.9976421,0.9998182,0.99865353,0.99949455,0.99264663,0.9965049,0.99671334,0.9990822
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999595,0.99504346,0.9999837,0.9995467,0.9999719,0.9970779,0.9994736,0.99737567,0.99808365,0.99822235,0.9971014,0.9979497
6,1.0,0.99999994,0.999982,1.0,0.9999945,0.99999994,1.0,0.9999515,0.99998456,0.99682426,0.99831504,0.99892557,0.98725855,0.9939727,0.9937483,0.99514186,0.9986139,0.9990592,0.99801683
7,1.0,1.0,1.0,1.0,0.9999828,1.0,1.0,0.9997925,0.9997981,0.99820524,0.99948436,0.999944,0.99923736,0.99669045,0.9975082,0.99609935,0.9987031,0.9959484,0.99692935
8,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,0.9978679,0.9999968,0.99963945,0.99946076,0.9992785,0.99762857,0.9988936,0.99995464,0.9997215,0.9952176,0.9964343,0.9989191
9,0.9999979,1.0,0.9999999,1.0,0.9999912,0.9979292,1.0,0.9995559,0.99998415,0.9999433,0.9999617,0.99867034,0.99943686,0.9994961,0.9997273,0.9990542,0.9994895,0.99903375,0.98571235
10,1.0,1.0,0.99999994,0.9999998,1.0000001,0.99999994,1.0,0.99999976,1.0,0.9997843,0.9996726,0.9999988,0.99491155,0.99668217,0.99682534,0.9886552,0.9995381,0.9978127,0.99587697
11,1.0,1.0,1.0,1.0,1.0,0.9998353,0.9999911,0.99999714,0.9995324,0.999313,0.99995667,0.9897803,0.9993971,0.99428886,0.997089,0.98935664,0.9976,0.9972647,0.9915721
