,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.9992413,0.99765635,0.999274,0.9941616,0.9926999,0.9821802,0.99583256,0.97884667,0.9747758,0.98481375,0.98376876,0.9776989,0.9762029,0.9810352,0.99025196,0.98518807,0.9811234,0.9840114,0.9905715
1,0.99589944,0.9985439,0.99076575,0.9823661,0.99753124,0.99330664,0.98385763,0.99348587,0.9861986,0.99505615,0.97329956,0.98067254,0.98102814,0.9831918,0.9900706,0.94255763,0.9564586,0.96286404,0.9806954
2,0.9972277,0.99916583,0.9984998,0.9957221,0.9883223,0.98416525,0.991231,0.98962235,0.99374694,0.9912431,0.98480755,0.9885186,0.9755042,0.97731024,0.9845672,0.97261775,0.9689824,0.98228955,0.9780162
3,0.9993288,0.9969411,0.9988651,0.98840415,0.990338,0.99189824,0.97807974,0.9904568,0.9908616,0.9748478,0.9889876,0.97810465,0.97784376,0.9724196,0.96518975,0.9810874,0.9784196,0.985443,0.984148
4,0.9992981,0.9975721,0.99641114,0.9837003,0.9943659,0.9942218,0.98606485,0.99331665,0.98511374,0.9843455,0.99168015,0.97725576,0.987698,0.9789603,0.9822031,0.9833964,0.96725434,0.9843991,0.9777266
5,0.9959879,0.9983559,0.99759054,0.9962762,0.99428886,0.9936368,0.9909738,0.9841927,0.99476814,0.98401815,0.98884565,0.97942096,0.9461053,0.9895279,0.9898785,0.9861182,0.9791243,0.9872263,0.98188275
6,0.9976982,0.99695754,0.9952725,0.9953308,0.9916134,0.9949797,0.974237,0.97066265,0.9918356,0.98950344,0.98296756,0.96704715,0.9847665,0.97855484,0.9816103,0.98767,0.98453414,0.9879298,0.97470856
7,0.9998492,0.9970074,0.9977367,0.9949893,0.981644,0.99517715,0.9798314,0.97887546,0.98967856,0.9840765,0.9799893,0.9894164,0.9921723,0.9773051,0.9818606,0.9906551,0.96475625,0.9680422,0.9656068
8,0.99965304,0.9977738,0.9989899,0.9968796,0.98981667,0.9868469,0.992756,0.9654489,0.99043876,0.9593691,0.976525,0.98741764,0.9814438,0.9703119,0.97810143,0.9813732,0.9803565,0.98544574,0.98041046
9,0.9918137,0.99963474,0.9980023,0.9944483,0.9944158,0.9896723,0.9885816,0.96485645,0.99253035,0.9839162,0.98753,0.98971933,0.981566,0.9871792,0.9810475,0.9869717,0.9733908,0.9798598,0.9623801
10,0.99757004,0.99442226,0.9969274,0.9978811,0.9818859,0.9915188,0.992556,0.9905984,0.9915365,0.97014445,0.99072486,0.97826064,0.98541397,0.9848672,0.96711886,0.9768332,0.9738135,0.97987956,0.98381245
11,0.99799454,0.99679947,0.99627596,0.9868878,0.99556327,0.9960481,0.98555356,0.9948834,0.98469275,0.98782843,0.97594184,0.9903695,0.9813727,0.9785935,0.98167545,0.89300215,0.98119926,0.9770128,0.9850668
12,0.9954638,0.99541503,0.99337256,0.9923314,0.9886847,0.9934268,0.9894852,0.9941406,0.9909097,0.983301,0.99146634,0.9881423,0.980369,0.9883407,0.98255146,0.96067977,0.97995925,0.96889865,0.97619236
13,0.99886894,0.98864466,0.99545383,0.9967226,0.99655825,0.9915157,0.97836405,0.9829719,0.9833236,0.9841013,0.9939924,0.9825852,0.9895334,0.98328745,0.98350716,0.97551715,0.97051567,0.9737135,0.937852
14,0.99513125,0.9964443,0.99793243,0.995186,0.9959207,0.9935957,0.9907156,0.97873867,0.9906362,0.98301834,0.9825654,0.9781688,0.9822808,0.9777989,0.9835316,0.9871108,0.98700166,0.9785612,0.9818152
15,0.9980734,0.998744,0.99696326,0.9991807,0.9971681,0.9967329,0.9964327,0.97921646,0.97597104,0.99499965,0.9745136,0.9795882,0.9809011,0.98722154,0.98815787,0.9639305,0.9784682,0.98599696,0.9773179
