,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.9994809,0.99732697,0.9956649,0.99544483,0.9817661,0.97366095,0.9676262,0.9561071,0.9678399,0.9395258,0.93534565,0.9221528,0.9520716,0.9445695,0.9106781,0.8982302,0.8748233,0.92825234,0.91793764,0.88710797
1,0.9993893,0.9990741,0.99449724,0.9888061,0.99009466,0.97869486,0.9683474,0.9157269,0.95471615,0.940646,0.9230383,0.94395906,0.87293786,0.9417221,0.89709884,0.83417916,0.93791914,0.9224273,0.9246046,0.941277
2,0.9996984,0.9981135,0.9951419,0.9965589,0.9784066,0.9756804,0.9597029,0.9573937,0.95997167,0.9425278,0.91383857,0.8907933,0.92559916,0.9350835,0.9037778,0.91715944,0.8886432,0.9185468,0.9116218,0.9336716
3,0.9994954,0.9989698,0.99424654,0.99516463,0.9613678,0.9727762,0.975623,0.9376628,0.9604859,0.92441875,0.9454914,0.9415923,0.92950404,0.92773974,0.89895606,0.92785853,0.8895602,0.9222982,0.8760624,0.91581213
4,0.99939096,0.9983372,0.99659985,0.9920236,0.9797446,0.97861904,0.96844494,0.9598664,0.9435136,0.95532167,0.9099073,0.93371814,0.89238614,0.9173202,0.9569766,0.91424865,0.86998856,0.84652835,0.9229318,0.9161464
5,0.99951035,0.9988306,0.99719554,0.9788616,0.99277973,0.96724224,0.97116596,0.9533216,0.96517396,0.9203745,0.9474916,0.9408426,0.95413053,0.88701874,0.9232536,0.9305012,0.84170216,0.9054294,0.95201284,0.87350595
6,0.9995958,0.99823916,0.9974567,0.977386,0.99164075,0.981198,0.9696518,0.96456534,0.9582142,0.96633834,0.9288744,0.89273167,0.9251327,0.9251036,0.9111175,0.89068276,0.86725426,0.9592748,0.9055233,0.9398433
7,0.9994715,0.9991082,0.9979925,0.98324704,0.9938921,0.96754915,0.9734915,0.9691208,0.96599454,0.90971816,0.9406767,0.87102,0.9317338,0.87900317,0.9257435,0.936431,0.9207475,0.91080594,0.8914871,0.9764363
8,0.99952924,0.9975946,0.9889374,0.9959901,0.9869364,0.9888239,0.98678344,0.97790945,0.94618946,0.9342834,0.9388987,0.91613597,0.94140404,0.87362766,0.89504784,0.922639,0.92412347,0.8843286,0.901903,0.92037237
9,0.9997362,0.9984101,0.9970124,0.981188,0.9798334,0.990144,0.9468098,0.9668613,0.96225536,0.9274272,0.9181542,0.9297599,0.9123615,0.9484191,0.88374317,0.86550087,0.945812,0.8966126,0.9421108,0.9257388
10,0.9994705,0.99855113,0.99358493,0.98986906,0.9812918,0.972946,0.9773766,0.9814678,0.94379985,0.9459769,0.9435659,0.9531153,0.93773866,0.9346315,0.91901535,0.91401154,0.96254396,0.9573055,0.9019147,0.938305
11,0.9996075,0.9986901,0.995039,0.9955758,0.9923116,0.992976,0.9805693,0.9523323,0.96053725,0.94651175,0.9155932,0.90705997,0.96683085,0.90080607,0.87027806,0.90585685,0.9016924,0.94466305,0.92929167,0.8532828
