,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.99999994,0.9999956,0.99547875,0.99977857,0.98640686,0.95844907,0.9650476,0.9788844,0.99955785,0.99978346,0.99989074,0.9984227,0.99875486,0.999733,0.9988833,0.9976346,0.9992529,0.99960107
1,0.99999994,0.9997485,0.9999999,0.9930744,0.99973774,0.9797193,0.98775965,0.9975391,0.96741503,0.9918541,0.99909717,0.9931892,0.99686617,0.9993544,0.9998374,0.9997166,0.9997811,0.99147224,0.99858284
2,1.0,0.98169464,0.99999946,0.98528445,0.9885914,0.9984525,0.9990496,0.9997436,0.99775094,0.995408,0.9992444,0.9975892,0.9994237,0.9993001,0.99913746,0.9995262,0.99995,0.9991434,0.9975301
3,1.0,1.0,0.9998209,0.9954265,0.9974045,0.9900279,0.99913913,0.9919295,0.99968684,0.99768466,0.9912827,0.9998786,0.99845827,0.9989633,0.99877506,0.99891526,0.99909973,0.99874157,0.99997246
4,1.0,0.99915487,0.99956095,0.9999711,0.996954,0.9995063,0.99117696,0.9996917,0.9967707,0.998962,0.9992086,0.9997887,0.99866647,0.99971825,0.9987905,0.96527493,0.9993068,0.9992042,0.99608433
5,1.0,0.9998906,1.0,0.9988529,0.9988292,0.998704,0.99211955,0.9997742,0.99935114,0.9990322,0.99886054,0.9985505,0.9979752,0.99481714,0.9985502,0.99396133,0.99942356,0.99823177,0.9997817
6,0.99999994,1.0,0.9986701,0.9927473,0.9997651,0.9836259,0.987979,0.9897413,0.9959318,0.99648327,0.99959993,0.9997909,0.99848354,0.9776124,0.99302435,0.9992105,0.998468,0.9993088,0.9986397
7,1.0,0.99999994,0.99759686,0.9821478,0.99577814,0.9984389,0.9993274,0.9993812,0.9985666,0.9993163,0.99670744,0.9976702,0.99792796,0.99976796,0.99847203,0.9996157,0.99963504,0.9991699,0.9998123
8,1.0,1.0,0.9492615,0.99385893,0.9969675,0.99953717,0.99945,0.9984973,0.99847615,0.9984343,0.99524593,0.9980639,0.9995157,0.99680996,0.9980253,0.998702,0.99972415,0.9999375,0.99910975
9,1.0,0.99802417,1.0,0.999537,0.9990427,0.9897075,0.99662054,0.987787,0.9998126,0.9952937,0.99880034,0.99986064,0.999797,0.99950224,0.99782693,0.99922025,0.99873066,0.99822927,0.99928224
10,1.0,1.0,0.9994082,0.99638796,0.9978524,0.9964627,0.9896744,0.9974786,0.9869509,0.9837702,0.999016,0.9992913,0.99734753,0.99922854,0.9994601,0.99927217,0.9953677,0.9998203,0.9974507
11,0.9999999,1.0,0.99799347,0.9974488,0.9891281,0.99813336,0.9946189,0.9982868,0.9996726,0.999474,0.9995701,0.9907882,0.9965746,0.99888706,0.9997323,0.9767746,0.99967396,0.99966,0.99910706
12,1.0000001,1.0000001,0.9995841,0.99569523,0.9997236,0.9996645,0.9951061,0.9818115,0.99954164,0.9989628,0.9995554,0.99808556,0.99956256,0.9991738,0.9981605,0.99949914,0.9977827,0.9970906,0.99964315
13,1.0,1.0,0.99722576,0.99418527,0.99298006,0.98210603,0.998472,0.9995469,0.9963403,0.9959177,0.99971795,0.9988277,0.9974288,0.9982454,0.9969218,0.9992053,0.9993756,0.9988837,0.9995452
14,1.0,1.0,0.99773246,0.9991763,0.94496745,0.9938926,0.9925797,0.9986338,0.99921864,0.9978147,0.99864143,0.99863046,0.9998941,0.99975395,0.99896884,0.99930716,0.9982233,0.9777087,0.9990281
15,1.0,0.9961341,0.9837904,0.99968064,0.99962664,0.9966321,0.9971396,0.99576706,0.9828352,0.9963608,0.9992521,0.97545236,0.99305147,0.99945164,0.99913436,0.9991085,0.9996887,0.9994858,0.9920489
16,0.99996424,1.0,0.9999999,0.9999975,0.99592423,0.99000776,0.99794734,0.9981549,0.99935275,0.9994487,0.9992488,0.9987665,0.99914205,0.99812984,0.99950653,0.99781585,0.9992533,0.9642526,0.99918354
17,0.99999994,0.9994467,0.99999726,0.99937665,0.9975991,0.9951915,0.99926645,0.9900396,0.9956188,0.98571336,0.9996331,0.9997636,0.99923384,0.99906784,0.99651456,0.9985528,0.999707,0.99850154,0.9981704
18,0.99999994,0.99999994,1.0,0.9990668,0.9774475,0.99943066,0.9890976,0.99317086,0.9992882,0.9986735,0.9994426,0.99770296,0.99809027,0.9901357,0.9992351,0.9998861,0.9976206,0.99970686,0.9994499
19,1.0,1.0,0.9978945,0.9948241,0.9967854,0.99944556,0.9949892,0.99353707,0.9997013,0.9928797,0.9992921,0.93936706,0.9997434,0.9975477,0.9987343,0.9986378,0.99969345,0.9998462,0.99921453
20,1.0,0.99998903,0.99916697,0.9984301,0.99346954,0.9976071,0.9496406,0.998706,0.9977387,0.9998053,0.9858244,0.9995214,0.99893224,0.9455811,0.99522555,0.9993319,0.99959826,0.99990034,0.9995562
